Unnamed: 0,ITEM_SEQ,ENTP_NAME,ITEM_NAME,EFFECT_NAME,INGR_NAME,INGR_ENG_NAME,ITEM_PERMIT_DATE,FORM_NAME,PROHBT_CONTENT,SMILES,Similarity_Score_Effect
5600,200403680,(주)알피바이오,글리피린정(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2004-11-11,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5601,200410897,(주)비보존제약,제이알글리메피리드정,당뇨병용제,글리메피리드,Glimepiride,2004-11-05,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5602,200703797,하나제약(주),다이리드정(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2007-04-03,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5603,200704613,광동제약(주),디아리드정4밀리그램(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2007-04-20,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5604,200704615,영일제약(주),글리피론정4밀리그램(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2007-04-20,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5605,201203608,안국약품(주),글리베타정4밀리그램(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2012-04-30,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5606,201403417,구주제약(주),글리미드정2mg(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2014-07-25,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5607,201801327,(주)시어스제약,비엘글리메정2밀리그램(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2018-03-27,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5608,201903381,건일바이오팜주식회사,건메피드정4밀리그램(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2019-05-24,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5609,200701045,구주제약(주),액티엠정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-01-09,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5610,200703236,(주)유영제약,피오메드정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-19,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5611,200703261,유니메드제약(주),글리타존정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-19,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5612,200703452,(주)휴온스생명과학,피오리정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5613,200703459,환인제약(주),피오리타정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5614,200703460,(주)킵스바이오파마,피오스정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5615,200703462,(주)휴온스,피오나정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-03-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5616,200703873,한국넬슨제약(주),그루타존정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-04-03,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5617,200704285,동성제약(주),액티라존정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-04-12,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5618,200704316,(주)일화,글루타존정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-04-12,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5619,200706386,영진약품(주),영진글리트존정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-06-04,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5620,200707542,한미약품(주),피어리존정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-06-29,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5621,200711148,진양제약(주),액토그린정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2007-10-08,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5622,201901271,코스맥스파마(주),피오투정(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2019-02-28,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5623,201904418,한국유나이티드제약(주),피오스크정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2019-06-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5624,201907026,(주)휴온스,피오나정30밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2019-10-02,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5625,202002025,제이더블유중외제약(주),제이더블유피오글리타존정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2020-03-23,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5626,202002149,(주)엘앤씨바이오,메가피오정15밀리그램(피오글리타존염산염),당뇨병용제,피오글리타존염산염,Pioglitazone Hydrochloride,2020-03-27,나정,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,0.2609483761070258
5627,202200913,알리코제약(주),다글로진정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-03-02,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5628,202200919,(주)대웅제약,포시로정5밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-03-03,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5629,202201074,환인제약(주),포사린정5밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-03-15,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5630,202202088,(주)씨엠지제약,다파싱글정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-05-18,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5631,202202179,안국뉴팜(주),뉴팜다파글리플로진정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-05-23,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5632,200401756,대원제약(주),원폴민정(메트포르민염산염),당뇨병용제,메트포르민염산염,Metformin Hydrochloride,2004-02-06,필름코팅정,,CN(C)C(=N)N=C(N)N.Cl,0.09255364537875697
5633,200502773,(주)녹십자,메트그린에스알정500밀리그람(메트포르민염산염),당뇨병용제,메트포르민염산염,Metformin Hydrochloride,2005-11-11,서방성필름코팅정,,CN(C)C(=N)N=C(N)N.Cl,0.09255364537875697
5634,201310829,제일약품(주),제이폴민정500밀리그램(메트포르민염산염),당뇨병용제,메트포르민염산염,Metformin Hydrochloride,2013-12-23,필름코팅정,,CN(C)C(=N)N=C(N)N.Cl,0.09255364537875697
5635,201906865,(주)보령바이오파마,글루포민서방정500mg(메트포르민염산염),당뇨병용제,메트포르민염산염,Metformin Hydrochloride,2019-09-26,서방정,,CN(C)C(=N)N=C(N)N.Cl,0.09255364537875697
5637,199401029,삼남제약(주),노디아렉스정(글리클라지드),당뇨병용제,글리클라지드,Gliclazide,1994-12-05,나정,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,0.15363081926361408
5638,200300144,동아에스티(주),글리멜정2mg(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2003-12-13,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5639,200300284,일동제약(주),글리팜정(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2003-12-08,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5640,200301134,삼남제약(주),랙스정2밀리그람(글리메피리드),당뇨병용제,글리메피리드,Glimepiride,2003-12-16,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5641,200303280,주식회사제뉴원사이언스,제뉴원글리메피리드정,당뇨병용제,글리메피리드,Glimepiride,2003-12-16,나정,,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,0.3224438869018691
5642,202203754,(주)일화,다파글루정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-10-05,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5643,202204126,대우제약(주),글리플로정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-11-16,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5644,202204313,동국제약(주),다플진정10밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-11-30,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5645,202204416,영일제약(주),포시올정5밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2022-12-07,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5646,202300385,동아에스티(주),동아다파글리플로진정5밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2023-01-30,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5647,202300407,한국프라임제약(주),포글리진정5밀리그램(다파글리플로진프로판디올수화물),당뇨병용제,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate,2023-01-31,필름코팅정,,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,0.3084830050859971
5648,202102033,(주)킵스바이오파마,이엠파정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-04,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5649,202102045,(주)팜젠사이언스,엠플로진정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5650,202102081,(주)메디카코리아,엠파글리정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5651,202102082,삼익제약(주),엠포리정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5652,202102096,안국약품(주),파리엠정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5653,202102099,위더스제약(주),위디앙정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5654,202102104,영풍제약(주),자디플로진정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5655,202102106,아주약품(주),엠파릴정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-05,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5656,202102282,(주)테라젠이텍스,엠파디앙정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-12,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5657,202102285,이연제약(주),자이로정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-03-12,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5658,202105444,제일약품(주),제파진정10밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-07-19,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5659,202105450,동아에스티(주),엠파프로정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-07-19,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5660,202105607,광동제약(주),광동엠파글로정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-07-29,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5661,202105731,에이치케이이노엔(주),이노엔엠파글리플로진정10밀리그램,당뇨병용제,엠파글리플로진,Empagliflozin,2021-08-04,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5662,202106163,(주)화이트생명과학,엠파글로정25밀리그램(엠파글리플로진),당뇨병용제,엠파글리플로진,Empagliflozin,2021-08-25,필름코팅정,,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,0.2964210920080488
5663,201507014,동아에스티(주),슈가논정5밀리그램(에보글립틴타르타르산염),당뇨병용제,에보글립틴타르타르산염,Evogliptin Tartrate,2015-10-02,필름코팅정,,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@@H](CC2=CC(=C(C=C2F)F)F)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.12489337647213697
5664,201801784,국제약품(주),트라디엠정5밀리그램(리나글립틴),당뇨병용제,리나글립틴,Linagliptin,2018-04-26,필름코팅정,,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,0.15915252292922405
5665,201803154,한미약품(주),리나글로정(리나글립틴),당뇨병용제,리나글립틴,Linagliptin,2018-07-31,필름코팅정,,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,0.15915252292922405
5666,201900150,한국휴텍스제약(주),리나젠타정(리나글립틴),당뇨병용제,리나글립틴,Linagliptin,2019-01-11,필름코팅정,,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,0.15915252292922405
5667,201904712,(주)바이넥스,리나트라정5밀리그램(리나글립틴),당뇨병용제,리나글립틴,Linagliptin,2019-07-12,필름코팅정,,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,0.15915252292922405
5693,202400182,(주)화이트생명과학,자누스정50밀리그램(시타글립틴인산염수화물),당뇨병용제,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate,2024-01-24,필름코팅정,,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,0.11870518170155121
